Artist,Technique,Year,Type,Width (cm),Height (cm),Year of sale,Price (BRL),img_url,url,Sold,Technique_fix,Título,Década,Error,Descrição,Século,artist_link,Fonte de Pesquisa,Width,Height,Price (USD)
Vicente do Rego Monteiro,Nanquim,,Pinturas,,,2009,22000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_37239.jpg,https://www.catalogodasartes.com.br/obra/zAGzP/,False,,Atração,,False,Reproduzido no Catálogo da Bolsa de Arte - RJ,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Vitor Braga Junho de 2009.,77.0,57.0,10476.19
Vicente do Rego Monteiro,Desenho à lápis,,Pinturas,,,2007,17500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_15199.jpg,https://www.catalogodasartes.com.br/obra/DBDPP/,True,,Mulher e animal,50.0,False,"Esta obra entrou em pregão com o lance inicial de R$15.000,00.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Renot Leilão 12 de dezembro de 2007.,54.0,73.0,9114.58
Vicente do Rego Monteiro,Óleo sobre madeira,,Pinturas,,,2016,95000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_738844.jpg,https://www.catalogodasartes.com.br/obra/AzccUU/,False,,Flores,40.0,False,"Flores - 41 x 30 cm - OSM - Ass. CID - Déc. 40 Acompanha Certificado de Autenticidade emitido pelo Sr. Ranulpho Albuquerque, representante da obra do artista- Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Error Flynn 22 de Novembro de 2016,30.0,41.0,28358.21
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2017,80000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_751808.jpg,https://www.catalogodasartes.com.br/obra/ABDcec/,False,,Ceramista,70.0,False,"Ceramista Descrição: óleo s/ tela, ass. sup. esq. (c. 1970) Reproduzido no catálogo da exposição ""Vicente Inventor"", realizada na Galeria Ranulpho em São Paulo na década de 1970 Procedência: Lucio Coelho 79,5 x 47 cm - Texto transcrito do catálogo do leilão.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Soraia Cals 30 e 31 de Maio de 2017,47.0,79.5,24539.88
Vicente do Rego Monteiro,monotipia sobre papel,,Pinturas,,,2013,50000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_99153.jpg,https://www.catalogodasartes.com.br/obra/PPDBz/,False,,Vaso de Flores,,False,,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão James Lisboa 20 e 21 de Março de 2013,49.5,67.0,25252.53
Vicente do Rego Monteiro,Óleo sobre seda,,Pinturas,,,2015,900000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_481506.jpg,https://www.catalogodasartes.com.br/obra/UcDBet/,False,,Le Couple,20.0,False,Le Couple 65 x 50 cm óleo sobre seda ass. inf. dir. déc. 20 - Texto transcrito do catálogo do leilão.,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão James Lisboa 30 a 2 de Dezembro de 2015,50.0,65.0,236220.47
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2000,262500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1424.jpg,https://www.catalogodasartes.com.br/obra/DUGU/,True,,Os Talheres,20.0,False,Paris - 1925,20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Bolsa de Arte do Rio de Janeiro,55.5,46.0,143442.62
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2015,280000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_167084.jpg,https://www.catalogodasartes.com.br/obra/DtAecU/,False,,Leda e o Cisne,,False,Leda e o Cisne - 100X120 - SD - Óleo sobre tela - ACIE - - Texto transcrito do catálogo do leilão.,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Pintura Brasileira 16 de Junho de 2015,120.0,100.0,90322.58
Vicente do Rego Monteiro,Guache sobre cartão,,Pinturas,,,2013,130000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_108522.jpg,https://www.catalogodasartes.com.br/obra/DecBGG/,False,,Apóstolos Paulo e Silas,,False,"Apóstolos Paulo e Silas - Óleo s/ tela - ass. inf. esquerdo - 134 x 90 cm - Procedência: Ranulpho Galeria de Arte, e Dom Quixote Galeria de Arte.Obra reproduzida no catálogo da exposição do artista realizada pela Galeria Ranulpho",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão TNT 14 de Maio de 2013,90.0,134.0,64676.62
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2022,160000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_997150.jpg,https://www.catalogodasartes.com.br/obra/PPADBe/,False,,A pesca milagrosa,60.0,False,"VICENTE DO REGO MONTEIRO - A pesca milagrosa - OST / CIE - 63 x 84 cm.Coleção Benjamin Furnari Neto Reproduzido no Livro ""VICENTE DO REGO MONTEIRO OLHAR SOBRE A DÉCADA DE 60 de Jacob Klintowitz - Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Cia Paulista 18 de Janeiro de 2022,84.0,63.0,28933.09
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2010,50000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_48541.jpg,https://www.catalogodasartes.com.br/obra/UcBUD/,False,,Wilma,70.0,False,"Etiqueta da Galeria Mirante das Artes. Registrado sob o nº 419. Participou das Exposição ""Obras Raras 2"" - Galeria Ralph Camargo.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão James Lisboa Setembro de 2010,19.0,24.0,28571.43
Vicente do Rego Monteiro,Desenho a nanquim,,Pinturas,,,2013,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_121890.jpg,https://www.catalogodasartes.com.br/obra/DGDcPe/,True,,"""Cerâmica marajoara""",,False,"""Cerâmica marajoara"" - desenho a nanquim - 26 x 22 cm - canto inferior direito - ""Estudo"". - Esta obra entrou em leilão com o lance inicial de R$12.000,00",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Tableau 13 a 15 de Agosto de 2013,22.0,26.0,5240.17
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2009,90000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_39699.jpg,https://www.catalogodasartes.com.br/obra/zPtPP/,False,,Cristo e Discípulos,60.0,False,"Reproduzido no catálogo da exposição ""Vicente do Rego Monteiro - piontor e inventor"", na Galeria Ranulpho, São Paulo, em 1983. (c. 1965).",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Soraia Cals agosto de 2009.,81.0,54.0,46632.12
Vicente do Rego Monteiro,Aquarela e nanquim,,Pinturas,,,2008,39000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_18116.jpg,https://www.catalogodasartes.com.br/obra/DcDDt/,True,,Fogo,20.0,False,"(Da série lendas Amazônicas). Esta obra entrou em pregão com lance inicial de R$ 15.000,00.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Lordello e Gobbi Escritório de Arte 28 de abril de 2008,25.0,22.0,22159.09
Vicente do Rego Monteiro,Nanquim,,Pinturas,,,2015,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_258158.jpg,https://www.catalogodasartes.com.br/obra/GBcDBc/,False,,Sem Título,,False,"Sem Título - NANQUIN, 22 X 16 CM, CID - Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Pe Palito 31 de Outubro de 2015,16.0,22.0,779.22
Vicente do Rego Monteiro,Técnica mista sobre cartão,,Pinturas,,,2014,14400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_137751.jpg,https://www.catalogodasartes.com.br/obra/DzAABD/,False,,Sem Título,40.0,False,Quadro tecnica mista sobre cartão de 1946 22x28cm assinado com moldura dourada,20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Arte Maior 18 de Janeiro de 2014,22.0,28.0,6101.69
Vicente do Rego Monteiro,Acrílica sobre tela colada sobre placa,,Pinturas,,,2015,120000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_481501.jpg,https://www.catalogodasartes.com.br/obra/UcDBeD/,False,,Açoitada,60.0,False,"Açoitada 86 x 121 cm acrílico sobre tela colada em placa ass. inf. esq. c. 1960 Reproduzido no livro ""Vicente do Rego Monteiro - Olhar sobre a década de 1960"", sob o códico 123. - Texto transcrito do catálogo do leilão.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão James Lisboa 30 a 2 de Dezembro de 2015,121.0,86.0,31496.06
Vicente do Rego Monteiro,Nanquim sobre papel,,Pinturas,,,2023,9000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1086899.jpg,https://www.catalogodasartes.com.br/obra/DectcPP/,False,,Autorretrato,,False,"VICENTE DO REGO MONTEIRO - Autorretrato - nanquim s/ papel, ass. com a inicial “M” e dedicatória “Para meu caro Altamiro Cunha, com um abraço, Vicente Monteiro, Recife, 23/11(...) inf. dir. - 26 x 19 cm - Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Soraia Cals 03 e 04 de Maio de 2023,19.0,26.0,1800.0
Vicente do Rego Monteiro,Nanquim sobre papel,,Pinturas,,,2020,13000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_942888.jpg,https://www.catalogodasartes.com.br/obra/PUGccc/,False,,Homem de Costas,,False,Vicente do Rego Monteiro Homem de Costas 73 x 54 cm nanquim sobre papel assinatura inf. dir. - Texto transcrito do catálogo do leilão.,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão James Lisboa 29 de Junho de 2020,54.0,73.0,2389.71
Vicente do Rego Monteiro,Nanquim sobre cartão,,Pinturas,,,2019,3500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_912519.jpg,https://www.catalogodasartes.com.br/obra/PDGBDP/,True,,Calceteiro,,False,"VICENTE DO REGO MONTEIRO - Calceteiro - Nanquim sobre cartão - medindo 75 x 54 CM - Assinatura canto inferior esquerdo - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$3.500,00",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Victor Hugo 15 de Julho de 2019,54.0,75.0,935.83
Vicente do Rego Monteiro,Cerâmica,,Esculturas/Objetos,,,2012,3000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_79261.jpg,https://www.catalogodasartes.com.br/obra/APGtD/,True,,Sol cubista,,False,"Rara cerâmica com marca em cavo na parte da frente no inferior direito e ass. no verso, com número no verso ""10/3"". Medida 28 cm diâmetro. Esta obra entrou em leilão com o lance inicial de R$2.800,00",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão TNT Junho de 2012,,,1470.59
Vicente do Rego Monteiro,Óleo sobre placa,,Pinturas,,,2017,73000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_763586.jpg,https://www.catalogodasartes.com.br/obra/AtzBct/,True,,Chico do banjo,70.0,False,"Chico do banjo óleo sobre placa 80 x 50 cm assinada canto inferior direito 1970 Acompanha Certificado Galeria Ranulpho. Valor arrecadado em benefício da Childhood Brasil."" - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 70.000,00",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Aloiso Cravo 23 de Outubro de 2017,50.0,80.0,22955.97
Vicente do Rego Monteiro,Nanquim sobre papel,,Pinturas,,,2013,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_134637.jpg,https://www.catalogodasartes.com.br/obra/DzUtzA/,False,,Sem título,,False,,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Pintura Brasileira 28 de Novembro de 2013,56.0,77.0,5217.39
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2015,160000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_183006.jpg,https://www.catalogodasartes.com.br/obra/Dczeet/,False,,Leda e o cisne,60.0,False,"Leda e o cisne. Óleo sobre tela, 130x90 cm, Déc. 60, A.C.I.D. - Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão M. Mizrahi 27 de Agosto de 2015,90.0,130.0,44077.13
Vicente do Rego Monteiro,Acrílica sobre tela,,Pinturas,,,2015,220000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_171052.jpg,https://www.catalogodasartes.com.br/obra/DADeBG/,False,,Amoladores,60.0,False,"Amoladores AST 110 x 100 Circa de 1960 ACSD Catalogado sob nº136 no livro ""Vicente do Rego Monteiro"" de Jakob KlintowitzNa sala houve uma oferta condicional de R$180.000,00 .O Catálogo das Artes não tomou conhecimento da negociação final.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Vitor Braga 10 de Agosto de 2015,100.0,110.0,62678.06
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2021,160000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_990066.jpg,https://www.catalogodasartes.com.br/obra/PPeett/,False,,A Força,,False,"Vicente do Rego Monteiro - A Força. Óleo sobre tela, 94 x 108 cm. Assinado em cima à esquerda: V. Monteiro. No reverso: etiqueta de José Duarte de Aguiar e Ricardo Camargo. Reproduzido à página 48, figura 30, do livro «Vicente do Rego Montiro um brasileiro da França», por Maria Luiza Guarnieri Atik. - Texto transcrito do catálogo do leilão.",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Dutra 08 e 09 de Setembro de 2021,108.0,94.0,30476.19
Vicente do Rego Monteiro,Aquarela,,Pinturas,,,2004,10000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1435.jpg,https://www.catalogodasartes.com.br/obra/DUzB/,True,,Pajé (Série Amazonas),20.0,False,,20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Bolsa de Arte do Rio de Janeiro,12.5,21.5,3448.28
Vicente do Rego Monteiro,Óleo sobre madeira,,Pinturas,,,2014,88000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_141171.jpg,https://www.catalogodasartes.com.br/obra/DUDDAD/,False,,Flores,40.0,False,"Acompanha Certificado de Autenticidade emitido pelo Sr. Ranulpho Albuquerque, representante da obra do artista",,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Errol Flynn 27 de Março de 2014,30.0,41.0,38095.24
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2019,160000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_925292.jpg,https://www.catalogodasartes.com.br/obra/PGBGPG/,False,,Caleidoscópio,60.0,False,"Vicente do Rego Monteiro (1899-1970) Caleidoscópio Déc. 60 Óleo s/ tela Ass. inf. direito Reproduzido no livro do artista, pag. 12, organizado por Paulo Bruscky. 109 x 109 cm - Texto transcrito do catálogo do leilão.",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão TNT Arte 23 e 24 de Setembro de 2019,109.0,109.0,39506.17
Vicente do Rego Monteiro,Pastel sobre cartão,,Pinturas,,,2009,28500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_35338.jpg,https://www.catalogodasartes.com.br/obra/zBzzc/,False,,S/t,20.0,False,,20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão das Galerias 31 de março de 2009,17.0,22.0,12127.66
Vicente do Rego Monteiro,Óleo sobre tela colada sobre madeira,,Pinturas,,,2012,121000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_86271.jpg,https://www.catalogodasartes.com.br/obra/ctGAD/,True,,Duelo,60.0,False,"Esta obra entrou em leilão com o lance inicial de R$120.000,00",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Dagmar Saboya 2 a 5 de Outubro de 2012,96.0,70.0,59900.99
Vicente do Rego Monteiro,Nanquim sobre cartão,,Pinturas,,,2018,5000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_854597.jpg,https://www.catalogodasartes.com.br/obra/cBUBPA/,False,,Calceteiro,,False,Calceteiro - nanquim sobre cartão - medindo 75 x 54 cm - ACIE. - Texto transcrito do catálogo do leilão.,,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Victor Hugo 24 a 26 de Julho de 2018,,,1326.26
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,,,2018,5500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_797692.jpg,https://www.catalogodasartes.com.br/obra/APAtPG/,True,,Streltizias,20.0,False,"Streltizias - óleo sobre tela - 65x50 cm - ACSI - Paris 1925 (Coleção do Professor e Dr. Luiz Fernando da Costa e Silva). - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 5.500,00",20.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Leilão Victor Hugo 24 a 26 de Julho de 2018,50.0,65.0,1458.89
