Year,artist_link,Descrição,Fonte de Pesquisa,Error,Type,Século,Artist,Título,url,Década,img_url,Technique,Height (cm),Width (cm),Price (BRL),Price (USD),Technique_fix,Sold,Year of sale
1980.0,https://www.catalogodasartes.com.br/cotacao/artista/Claudio%20Jose%20Tozzi%20-%20Claudio%20Tozzi%20-%20Cl%C3%A1udio%20Tozzi%20-%20Claudio%20Tozi/,,Soraia Cals/Evandro Carneiro Leilões,False,Pinturas,20.0,Claudio Jose Tozzi,Paisagem,https://www.catalogodasartes.com.br/obra/GUeA/,80.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2407.jpg,Acrílica sobre tela colada sobre madeira,100.0,100.0,14500.0,7250.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely - Sem rírulo 3/250. Serigrafia, 60x52 cm, A.C.I.D. - Texto transcrito do catálogo do leilão.",Leilão Espaço Arte Mizrahi 11 de Dezembro 2018,False,Pinturas,,Victor Vasarely,Sem rírulo,https://www.catalogodasartes.com.br/obra/ctAPtU/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_867964.jpg,Serigrafia,52.0,60.0,2000.0,511.51,reprodução,False,2018
1986.0,https://www.catalogodasartes.com.br/cotacao/artista/Ibere%20Camargo%20-%20Iber%C3%AA%20Camargo/,,Bolsa de Arte do Rio de Janeiro,False,Pinturas,20.0,Ibere Camargo,Manequins da Rua da Praia,https://www.catalogodasartes.com.br/obra/DGGz/,80.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1223.jpg,Óleo sobre Tela,100.0,141.0,200000.0,95238.1,pintura,False,2007
1970.0,https://www.catalogodasartes.com.br/cotacao/artista/Claudio%20Jose%20Tozzi%20-%20Claudio%20Tozzi%20-%20Cl%C3%A1udio%20Tozzi%20-%20Claudio%20Tozi/,,Soraia Cals Escritório de Arte,False,Pinturas,20.0,Claudio Jose Tozzi,,https://www.catalogodasartes.com.br/obra/Utz/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_463.jpg,Liquitex sobre chapa de madeira industrializada,118.0,118.0,30000.0,13574.66,outro,False,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Dario%20Mecatti%20-%20D.%20Mecatti%20-%20D.%20Mecati/,,Palácio dos Leilões/Belo Horizonte,False,Pinturas,,Dario Mecatti,Crianças,https://www.catalogodasartes.com.br/obra/zDDe/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3110.jpg,Óleo sobre Tela,50.0,90.0,5900.0,2950.0,pintura,True,2007
1961.0,https://www.catalogodasartes.com.br/cotacao/artista/Anatol%20Wladyslaw%20-%20Anatol%20Wladyslaw%20Naftali%20-%20Anatoli%20Wladislaw/,,Aloísio Cravo Leilões,False,Pinturas,20.0,Anatol Wladyslaw,Sem título,https://www.catalogodasartes.com.br/obra/GGAz/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2273.jpg,Óleo sobre Tela,140.0,90.0,20000.0,10000.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,,Bolsa de Arte do Rio de Janeiro,False,Pinturas,,Candido Portinari,india carajá,https://www.catalogodasartes.com.br/obra/zGe/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_320.jpg,Grafite,13.0,13.0,5000.0,2272.73,desenho,True,2005
2004.0,https://www.catalogodasartes.com.br/cotacao/artista/Antonio%20Poteiro/,,Renot Leilão Junho/07,False,Pinturas,21.0,Antonio Poteiro,Ciranda azul,https://www.catalogodasartes.com.br/obra/Gczz/,0.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2833.jpg,Óleo sobre Tela,100.0,90.0,8000.0,4000.0,pintura,False,2007
1955.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Sem tìtulo - 32,5 x 23 cm - 1955 - Desenho à grafite, lápis de cor e crayon - ACID - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 90.000,00",Leilão Pintura Brasileira 13 de Setembro de 2016,False,Pinturas,20.0,Candido Portinari,Sem tìtulo,https://www.catalogodasartes.com.br/obra/AzGteA/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_732607.jpg,Técnica Mista,23.0,32.5,90000.0,27439.02,outro,True,2016
1960.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Assinatura Superior Esquerdo.,Leilão Canvas Galeria de Arte 26 de Maio de 2015,False,Pinturas,20.0,Vicente do Rego Monteiro,Os Quarto mestres do Infinito,https://www.catalogodasartes.com.br/obra/DtBAUG/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_165742.jpg,Óleo sobre Tela,100.0,102.0,187000.0,59935.9,pintura,False,2015
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"663/300 - Esta obra entrou em pregão com o lance inicial de R$1.000,00.",Leilão Cia Paulista setembro de 2011,False,Pinturas,,Victor Vasarely,s/t,https://www.catalogodasartes.com.br/obra/ttDDU/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_66114.jpg,Serigrafia,72.0,96.0,1000.0,602.41,reprodução,True,2011
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Candido Portinari (1903-1962), Menino. Artistaplástico brasileiro. Gravura 11/15. Assinado, cid.53 x 38 cm. - Texto transcrito do catálogo do leilão.",Leilão Von Brusky 24 e 25 de Junho de 2019,False,Pinturas,,Candido Portinari,Menino,https://www.catalogodasartes.com.br/obra/PDDUPz/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_911493.jpg,Gravura,38.0,53.0,4000.0,1044.39,reprodução,False,2019
1969.0,https://www.catalogodasartes.com.br/cotacao/artista/Jose%20Antonio%20da%20Silva%20-%20Jos%C3%A9%20Ant%C3%B4nio%20da%20Silva/,,Renot Leilão Junho/07,False,Pinturas,20.0,Jose Antonio da Silva,Queimada,https://www.catalogodasartes.com.br/obra/GAAz/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2773.jpg,Óleo sobre Tela,73.0,50.0,7000.0,3500.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Marc%20Chagall/,322/400.,Leilão Celso Albano 15 de setembro de 2009,False,Pinturas,,Marc Chagall,S/t,https://www.catalogodasartes.com.br/obra/zcAAe/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_38770.jpg,Litografia,23.0,29.0,8000.0,4210.53,reprodução,False,2009
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Cotia Gravura a ponta seca e guache sobre papel 24,7 x 19 cm Esta obra entrou em leilão com o lance inicial de R$15.000,00",Leilão Bolsa de Arte 11 de Julho de 2013,False,Pinturas,,Candido Portinari,Cotia,https://www.catalogodasartes.com.br/obra/DDBBBA/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_115557.jpg,Gravura a ponta-seca e guache sobre papel,19.0,24.7,15000.0,6637.17,pintura,True,2013
1962.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"VICENTE DO REGO MONTEIRO - ""Sem titulo"" Óleo sobre eucatex. Ass. dat. 1962 inf. dir. 39 x 48 cm. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$12.000,00",Leilão Lordello 18 de Junho de 2019,False,Pinturas,20.0,Vicente do Rego Monteiro,Sem Título,https://www.catalogodasartes.com.br/obra/PePzAe/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_909370.jpg,Óleo sobre eucatex,48.0,39.0,14500.0,3727.51,pintura,True,2019
1956.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Homem com Galo 27 x 20 cm grafite sobre papel 1956 Reproduzido no Raisonné do artista no vol. IV, na pág. 243. Registro 4045 [FCO 500]., - Texto transcrito do catálogo do leilão.",Leilão James Lisboa 05 de Junho de 2017,False,Pinturas,20.0,Candido Portinari,Homem com Galo,https://www.catalogodasartes.com.br/obra/ABGzPD/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_752391.jpg,Grafite sobre papel,20.0,27.0,25000.0,7716.05,desenho,False,2017
1960.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"Sertanejos 130 x 190 cm óleo sobre tela ass. inf. esq. c. 1960 - Texto transcrito do catálogo do leilão. Reproduzido no livro ""Vicente do Rego Monteiro Olhar Sobre a Década de 1960"", por Jacob Klintowitz, sob o nº 156.",Leilão James Lisboa 01 e 02 de Dezembro de 2014,False,Pinturas,20.0,Vicente do Rego Monteiro,Sertanejos,https://www.catalogodasartes.com.br/obra/DBBPAG/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_155972.jpg,Óleo sobre Tela,190.0,130.0,900000.0,352941.18,pintura,False,2014
1941.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Caricatura de Dona Dominga Desenho a caneta tinteiro s/ papel, 25 x 15,5 cm, SEM ASSINATURA., Brodowski - SP, 1941. Registrado no Projeto Portinari FCO 3872 / CR 1364",Leilão Canvas 26 de Novembro de 2013,False,Pinturas,20.0,Candido Portinari,Caricatura de Dona Dominga - SEM ASSINATURA,https://www.catalogodasartes.com.br/obra/DzUzBD/,40.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_134351.jpg,Caneta tinteiro sobre papel,15.5,25.0,4500.0,1973.68,desenho,False,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Figuras - Gravura em metal- HC 26 x 19 - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 3.000,00",Leilão Firenze 09 de Agosto de 2016,False,Pinturas,,Candido Portinari,Figuras,https://www.catalogodasartes.com.br/obra/AGAAtU/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_727764.jpg,Gravura em metal,19.0,29.0,3000.0,946.37,reprodução,True,2016
1984.0,https://www.catalogodasartes.com.br/cotacao/artista/Carlos%20Scliar/,"vinil e colagem encerados s/ tela, ass. dat. 1984 inf., ass. tit. sit. Ouro Preto e dat. 26/04/1984 com o nº 44/OP/84 no verso",Soraia Cals Escritório de Arte,False,Pinturas,20.0,Carlos Scliar,rosas diversas,https://www.catalogodasartes.com.br/obra/UPB/,80.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_495.jpg,Vinil e colagem encerado sobre tela,37.0,56.0,4900.0,2217.19,pintura,True,2007
1957.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely- Serigrafia- 37/200- 32 x 24 cm- 1957. Que participou da exposição “Mortensen/Vasarely” na Galeria Denise René, Paris. Serigrafia com 200 exemplares, assinadas e numeradas pelos artistas. - Texto transcrito do catálogo do leilão.",Leilão Gavazzoni 26 de Abril de 2023,False,Pinturas,20.0,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/DectUzc/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1086438.jpg,Serigrafia,24.0,32.0,4800.0,950.5,reprodução,False,2023
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,,Leilão Bel Galeria Agosto de 2011,False,Pinturas,,Victor Vasarely,Tridim C,https://www.catalogodasartes.com.br/obra/tDGGA/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_61227.jpg,Serigrafia,41.0,41.0,700.0,421.69,reprodução,False,2011
1950.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"VASARELY, Victor - ""Composição geométrica"" - serigrafia E.A. V - 38 x 28 cm - a.c.i.d. 1950 - Obs: no estado - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$350,00",Leilão Arte 7 - 21 de Maio de 2019,False,Pinturas,20.0,Victor Vasarely,Composição geométrica,https://www.catalogodasartes.com.br/obra/PetcAD/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_906871.jpg,Serigrafia,28.0,38.0,550.0,134.15,reprodução,True,2019
1977.0,https://www.catalogodasartes.com.br/cotacao/artista/Marc%20Chagall/,"Marc Chagall - Et sur la terre IX - 43,5 x 33 cm - Água-forte 181/225 - 1977 - Ilustração feita por Marc Chagall para o livro ""Et Sur la Terre"" de André Malraux, tipografias por Fequet et Baudier, gravuras impressas por lAtelier Lacourière et Freulat.Publicado por Maeght Éditeur. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 4.000,00",Leilão Dom Quixote 6 de Dezembro de 2018,False,Pinturas,20.0,Marc Chagall,Et sur la terre IX,https://www.catalogodasartes.com.br/obra/ctcGAP/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_868279.jpg,Agua-forte,33.0,43.5,4000.0,1044.39,reprodução,True,2018
1952.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Candido Portinari CLICK AQUI E ASSISTA O VIDEO ""Nobre e Religioso"" Desenho a grafite, lápis de cor e nanquim bico-de-pena sobre papel Medidas: 29 x 14,5 cm. 1952 - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$32.000,00",Leilão Paiva Frade 11 e 12 de Agosto de 2021,False,Pinturas,20.0,Candido Portinari,Nobre e Religioso,https://www.catalogodasartes.com.br/obra/PcccPt/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_988896.jpg,Técnica mista sobre papel,14.5,29.0,32000.0,6118.55,outro,True,2021
,https://www.catalogodasartes.com.br/cotacao/artista/Marc%20Chagall/,CHAGALL - Impressão gráfica - 32 x 24 cm. (Papel com fungos) - Texto transcrito do catálogo do leilão.,Leilão GRAAC 20 de Julho de 2021,False,Pinturas,,Marc Chagall,Sem Título,https://www.catalogodasartes.com.br/obra/PcBADc/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_985718.jpg,Impressão Gráfica,24.0,32.0,100.0,19.08,reprodução,False,2021
,https://www.catalogodasartes.com.br/cotacao/artista/Oswaldo%20Goeldi/,,Pro Arte,False,Pinturas,,Oswaldo Goeldi,Figura c/guarda-chuva,https://www.catalogodasartes.com.br/obra/GtUt/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2646.jpg,Desenho,35.0,32.0,6000.0,3000.0,desenho,False,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely - Sem título. Serigrafia - 226/650, 29x20,5 cm, sem data, ACID. Sem moldura.- Texto transcrito do catálogo do leilão.",Leilão Luiz Arena - raras gravuras europeias e sulamericanas - 24 e 26 de Setembro de 2019,False,Pinturas,,Victor Vasarely,Sem título,https://www.catalogodasartes.com.br/obra/PGUGze/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_924230.jpg,Serigrafia,20.5,29.0,1000.0,240.96,reprodução,False,2019
1993.0,https://www.catalogodasartes.com.br/cotacao/artista/Alex%20Flemming/,ass. sit. Berlin e dat. 1993 no verso,Soraia Cals Escritório de Arte,False,Pinturas,20.0,Alex Flemming,Berlin/27,https://www.catalogodasartes.com.br/obra/tGB/,90.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_625.jpg,Óleo sobre Tela,60.0,60.0,5000.0,2262.44,pintura,False,2007
1994.0,https://www.catalogodasartes.com.br/cotacao/artista/Tomie%20Ohtake/,,Renot Leilão Junho/07,False,Pinturas,20.0,Tomie Ohtake,Ultra metaphysical,https://www.catalogodasartes.com.br/obra/GABU/,90.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2754.jpg,Óleo sobre Tela,70.0,70.0,44000.0,22000.0,pintura,True,2007
1970.0,https://www.catalogodasartes.com.br/cotacao/artista/Lula%20Cardoso%20Ayres%20-%20Lula%20Cardos%20Aires%20-%20Lula%20Aires%20-%20Lula%20Ayres/,numerado BR 1171 no verso,Soraia Cals Escritório de Arte,False,Pinturas,20.0,Lula Cardoso Ayres,,https://www.catalogodasartes.com.br/obra/UzP/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_439.jpg,Guache sobre papel,69.0,50.0,1600.0,723.98,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"Sem Título  Óleo s/ madeira, 123 x 82 cm,  ass. superior esquerdo. - Texto transcrito do catálogo do leilão. ",Leilão Canvas 28 de Agosto de 2018,False,Pinturas,,Vicente do Rego Monteiro,Sem titulo,https://www.catalogodasartes.com.br/obra/cGeAct/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_820786.jpg,Óleo sobre madeira,82.0,123.0,185000.0,45454.55,pintura,False,2018
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"VICENTE DO REGO MONTEIRO - A pesca milagrosa - OST / CIE - 63 x 84 cm.Coleção Benjamin Furnari Neto Reproduzido no Livro ""VICENTE DO REGO MONTEIRO OLHAR SOBRE A DÉCADA DE 60 de Jacob Klintowitz. Texto transcrito do catálogo do leilão.",Leilão Cia Paulista 20 de Junho de 2018,False,Pinturas,,Vicente do Rego Monteiro,A pesca milagrosa,https://www.catalogodasartes.com.br/obra/APtUBG/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_796452.jpg,Óleo sobre Tela,84.0,63.0,160000.0,42666.67,pintura,False,2018
1956.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Menina Desenho a Nanquim, Bico de pena e Pastel 19 x 13,5 1956 ACID Reproduzido no dicionário raisonée, volume IV. Pág. 237 sob tombo 4020 Código FCO1027 - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 18.000,00",Leilão Vitor Braga 31 de Outubro de 2017,False,Pinturas,20.0,Candido Portinari,Menina,https://www.catalogodasartes.com.br/obra/AtzPDz/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_763913.jpg,Desenho a nanquim,13.5,19.0,18000.0,5538.46,desenho,True,2017
1959.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,Estudo para Água Forte 22 x 18 cm grafite sobre papel ass. inf. esq. 1959 Registrado no Projeto Portinari sob nº 1511 FCO [5847].- Texto transcrito do catálogo do leilão.,Leilão James Lisboa 17 e 18 de Abril de 2018,False,Pinturas,20.0,Candido Portinari,Estudo para Água Forte,https://www.catalogodasartes.com.br/obra/AcGPUA/,50.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_782947.jpg,Grafite sobre papel,18.0,22.0,40000.0,11730.21,desenho,False,2018
1970.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"Ceramista Descrição: óleo s/ tela, ass. sup. esq. (c. 1970) Reproduzido no catálogo da exposição ""Vicente Inventor"", realizada na Galeria Ranulpho em São Paulo na década de 1970 Procedência: Lucio Coelho 79,5 x 47 cm - Texto transcrito do catálogo do leilão.",Leilão Soraia Cals 30 e 31 de Maio de 2017,False,Pinturas,20.0,Vicente do Rego Monteiro,Ceramista,https://www.catalogodasartes.com.br/obra/ABDcec/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_751808.jpg,Óleo sobre Tela,47.0,79.5,80000.0,24539.88,pintura,False,2017
1872.0,https://www.catalogodasartes.com.br/cotacao/artista/Joaquim%20Jos%C3%A9%20Insley%20Pacheco%20-%20Joaquim%20Jos%C3%A9%20Pacheco/,,Renot,False,Pinturas,19.0,Joaquim Jos,Marinha,https://www.catalogodasartes.com.br/obra/DecD/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1081.jpg,Guache,7.0,6.0,1500.0,681.82,pintura,False,2007
1967.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,,Aloísio Cravo Leilões,False,Pinturas,20.0,Ant,Paris,https://www.catalogodasartes.com.br/obra/GGDz/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2213.jpg,Aquarela,19.0,25.5,19000.0,9500.0,pintura,True,2007
2002.0,https://www.catalogodasartes.com.br/cotacao/artista/Gon%C3%A7alo%20Ivo/,"aquarela s/ papel, ass. inf. dir., dat. 28/12/2002, sit. Paris inf. esq. e tit. no centro Participou da exposição do artista no Instituto Moreira Salles",Soraia Cals Escritório de Arte,False,Pinturas,21.0,Gon,San Michele Vista em Noite de Lua,https://www.catalogodasartes.com.br/obra/UAU/,0.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_474.jpg,Aquarela sobre papel,32.0,37.0,3400.0,1538.46,pintura,True,2007
1976.0,https://www.catalogodasartes.com.br/cotacao/artista/Mario%20Cravo%20J%C3%BAnior%20/,,Palácio dos Leilões/Belo Horizonte,False,Pinturas,20.0,Mario Cravo J,Composição,https://www.catalogodasartes.com.br/obra/zDGA/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3127.jpg,Guache sobre cartão,47.0,32.0,1300.0,650.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Joao%20Baptista%20da%20Costa%20-%20Jo%C3%A3o%20Batista%20da%20Costa/,,Bolsa de Arte do Rio de Janeiro,False,Pinturas,,Joao Baptista da Costa,Recanto da Paria do Vidigal,https://www.catalogodasartes.com.br/obra/DBDU/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1514.jpg,Óleo sobre madeira,41.0,32.0,17850.0,6490.91,pintura,True,2002
1941.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Dedicatória ""Para Nora com Abraços de Portinari 1941"". Certificado de autenticidade ní 1231-A. - Esta obra de arte/objeto não foi vendida durante o leilão. O Catálogo das Artes não recebe informações de obras vendidas posteriormente.",Leilão James Lisboa Junho de 2012,False,Pinturas,20.0,Candido Portinari,Meninos Brincando,https://www.catalogodasartes.com.br/obra/ceUzD/,40.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_80431.jpg,Aquarela sobre papel,27.0,21.0,120000.0,57971.01,pintura,False,2012
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"(1903-1962) Estudo para a Via Sacra da Pampulha Nanquim s/ papel 25 x 25 cm - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 20.000,00",Leilão Dagmar Saboya 30 Mai a 1 de Junho de 2017,False,Pinturas,,Candido Portinari,Estudo para a Via Sacra da Pampulha,https://www.catalogodasartes.com.br/obra/ABzUPB/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_753495.jpg,Nanquim sobre papel,25.0,25.0,20000.0,6153.85,desenho,True,2017
2003.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Flores - Serigrafia - 73 x 56 cm - Realizada a partir da imagem da obra original, FLORES, uma gravura a ponta seca, aquarelada, datada de 1942, 143/200. A obra original foi feita sob encomenda a Cândido Portinari para decorar o interior do hotel Copacabana Palace, no Rio de Janeiro. Esta serigrafia foi feita pelo Projeto Portinari, em 2003, ano em que se comemorou o Centenário de Cândido Portinari. Cada exemplar é numerado e recebe um certificado de autenticidade. Sem moldura. - Texto transcrito do catálogo do leilão.",Leilão de sabado 07 de março de 2015,False,Pinturas,21.0,Candido Portinari,Flores,https://www.catalogodasartes.com.br/obra/DtDzUe/,0.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_161340.jpg,Serigrafia,56.0,73.0,1300.0,429.04,reprodução,False,2015
1975.0,https://www.catalogodasartes.com.br/cotacao/artista/Jo%C3%A3o%20C%C3%A2mara%20Filho%20-%20Joao%20Camara%20Filho%20-%20Joao%20Camara/,,Renot,False,Pinturas,20.0,Jo,A irmã,https://www.catalogodasartes.com.br/obra/DeAU/,70.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1074.jpg,Óleo sobre Tela,55.0,81.0,10000.0,4545.45,pintura,True,2007
1967.0,https://www.catalogodasartes.com.br/cotacao/artista/Ant%C3%B4nio%20Bandeira%20%281922-1967%29/,,Renot Leilão Junho/07,False,Pinturas,20.0,Ant,Abstrato azul,https://www.catalogodasartes.com.br/obra/GAPz/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2793.jpg,Técnica Mista,49.0,32.0,18100.0,9050.0,outro,True,2007
1926.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,Candido Portinari - Retrato de Olegario Mariano - Óleo sobre tela - Assinado canto superior direito - Datado 1926 - Medindo 126 x 67 cm - Texto transcrito do catálogo do leilão.,Leilão Blombô 02 e 03 de Agosto de 2023,False,Pinturas,20.0,Candido Portinari,Retrato de Olegario Mariano,https://www.catalogodasartes.com.br/obra/DDUPBcP/,20.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1149589.jpg,Óleo sobre Tela,67.0,126.0,100000.0,20618.56,pintura,False,2023
1968.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Esta obra entrou em pregão com o lance inicial de R$300,00.",Leilão Artes & Eventos Setembro de 2011.,False,Pinturas,20.0,Victor Vasarely,Oervegn II,https://www.catalogodasartes.com.br/obra/tUGDD/,60.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_64211.jpg,Serigrafia,27.0,27.0,300.0,180.72,reprodução,True,2011
1930.0,https://www.catalogodasartes.com.br/cotacao/artista/Jorge%20de%20Mendon%C3%A7a/,,Soraia Cals Escritório de Arte,False,Pinturas,20.0,Jorge de Mendon,Paisagem Serrana,https://www.catalogodasartes.com.br/obra/AGe/,30.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_720.jpg,Óleo sobre Tela,61.0,46.0,1650.0,746.61,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Mulher com Violino 55x46 cm óleo diluído sobre cartão ass. inf. dir. s/d Ex-coleção de Luciènne Géo-Charles (Madame Charles Guyot). - Texto transcrito do catálogo do leilão.,Leilão James Lisboa 27 a 29 de Novembro de 2017,False,Pinturas,,Vicente do Rego Monteiro,Mulher com Violino,https://www.catalogodasartes.com.br/obra/AABcUP/,,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_775849.jpg,Óleo sobre cartão,46.0,55.0,60000.0,18633.54,pintura,False,2017
1934.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"(1903-1962) Menina Desenho a crayon e grafite s/ papel, 98,5 x 42 cm, circa 1934, no verso inscrição de Maria Portinari ""Desenho original de Candido Portinari dat. circa 1932, aproximadamente Maria Victoria Portinari"". Registrado no Projeto - Texto transcrito do catálogo do leilão.",Leilão Canvas 09 de Maio de 2017,False,Pinturas,20.0,Candido Portinari,Menina,https://www.catalogodasartes.com.br/obra/AUPcPA/,30.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_749897.jpg,Desenho a grafite e crayon sobre papel,42.0,98.5,128500.0,40282.13,desenho,False,2017
