Contemporâneo,Figurativo,Pop,Moderno,Conceitual,Abstrato,Retrato,Surrealista,Outro Tema,Paisagem,Natureza,Clássico,Realista,Minimalista,Expressionista,Vintage,Streetart,Impressionista,Pintura,Gravura,Técnica Mista,Outra Técnica,Desenho,Escultura,Fotografia,Livro,Colorido,Monocromático,Size,Price,Artist,Title,Image_Url,Marketplace
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2500.0,4000.0,Anete Ring,Névoa de Nadas 2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2131/iMpme6M1E9pAuG5m4BSfva23032022012449.webp,Artsoul
True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2420.0,2000.0,Claudio Caropreso,Felix 1,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2037/25u8jnJUF6MehZhD4Frxtj23032022011724.webp,Artsoul
True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6300.0,7500.0,Uiara Bartira,Série O INATINGÍVEL,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4337/ZD26dnkABa47k70qNJCQcL23032022044501.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1584.0,2000.0,Tarciso de Lima,The Dance,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16961/2xZwcwmi6jFf7KkJPEY4Bi19012023161814.webp,Artsoul
True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1950.0,3500.0,Biba Rigo,Mulher com flores e Mulher com facas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4539/PfwtzTWYEA7MAaMrCqsca023032022045833.webp,Artsoul
False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2067.0,3500.0,Francisco Rebolo,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5015/fcfBZ2KXA4XyX76WzQL5nG12052023122727.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2500.0,1450.0,ADRIANA BRZEZINSKA,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16988/3f8ZYgiyGfBt6AMdMFHWhb28012023114830.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5184.0,3000.0,Arnaldo Battaglini,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7574/XpL5Lmypgbh83Jt7o6r9Hp23032022101320.webp,Artsoul
True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1014.0,2000.0,Alex Cerveny,Trio,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2860/20asb19Ueb8UI9tIJwQfIf06072023101428.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,31250.0,21875.0,Gabriel Nehemy,Sem Título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/763/qvYmcvZvViVkNUYA19OKX522032022221923.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2464.0,2000.0,Rita Manhães,Antes de virar vento,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17338/02vw25kUVCtIcCZy0fMvb313042023172124.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2200.0,1610.0,Nana Cunha,Macauba,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15675/5I732ewzRzgJ5WkCO3KQjW26052022150539.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,825.0,750.0,Ana Morche,RAÍZES ANCESTRAIS I,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4955/WYLNozVMu7SON77Z1BNuhN23032022063118.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,10000.0,16000.0,Gabriel Wickbold,Off Series #16,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2336/tvgh22z6VHpCFXuazPAxxN23032022014222.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2365.0,4500.0,Myriam Glatt,ARQUIMETRIA 1,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15392/ZtbM5Xq7exjXT6XPSEi2i119042022114717.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1200.0,800.0,Ilda Fuchshuber Falacio,Ventania,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17733/oh0rmni7qxrp83IDC3bq9J10072023165022.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1190.0,3860.0,Daniela Cutait,La Rasta Marine,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17574/VUE18tRlDO2vwBn7b3RQJZ22052023190240.webp,Artsoul
True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2478.0,3000.0,Rosi Baetas,Movendo para a esquerda,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5230/VyvdVwy0udXVBUCJVnNYJY23032022064833.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7125.0,6200.0,EDUARDO BRAGANÇA,És o Amarelo Amanhecer em Mim,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1707/DMiuAzm5pbjuQJIXCpOf4823032022005013.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2304.0,1600.0,Grazi Azevedo,Vazio 2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4228/0AV5ItXSevwOVLHZBBxb6223032022043802.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2500.0,9000.0,Magliani,Magliani - Pintura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17470/nSef7wf1Z9yATigjjyJiXo02052023182434.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,429.0,2400.0,Dalton Costa,Dalton Costa - Assemblage,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/12140/3cXYagqMAQiCMcmzlCZ8L623032022200613.webp,Artsoul
True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,22400.0,8000.0,Raquel Camacho,Contaminar,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5243/FXTYXOZlsdJPXwk3IeYFOr23032022064915.webp,Artsoul
True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,19000.0,8300.0,Bruno Lyra,A Dança Leve,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17559/iRoVQHcdSXh6KaXE63EbTJ22052023113600.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2220.0,5000.0,ROSSINI PEREZ,Cais,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/508/EQ82kkn1fnp2y6DjAom0hC22032022211930.webp,Artsoul
True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,6660.0,10000.0,Ana Maria Farina,histérica #2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15421/1G3Q2DzGdpWXYU2ThEYbgd02052022143846.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,15510.0,8500.0,Igor dos Santos,Plantas Invertidas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16093/xFEb5xuuUy6pdksfhpnUo510082022172943.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1200.0,1800.0,Cris Basile,SEM TITULO,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16326/78VdqFWclWFQykHzKSAfqU16092022071605.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,432.0,1050.0,Gabriel Kozlowski Aragão,Pessoas 3,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16669/iEBFxPEwFJyjPlWpMpxxUZ20112022161157.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000.0,3000.0,Isadora Kerexu,A harmonia do universo,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/736/2QzE1sNK7kOdHekUoqEH7822032022214950.webp,Artsoul
True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2000.0,7500.0,Mary Carmen Matias,Abstrações M35-2022,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15540/jjDm5ImPurHmocYJSN2Ga012052022173539.webp,Artsoul
True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2000.0,2500.0,Regina Moura,Entranhas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5042/TGMzAjqxuC5MoIuqcU22lU23032022063747.webp,Artsoul
True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7000.0,4500.0,Roberto Tavares,Série “Territórios Suburbanos 8”,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5235/iiTJiUFnfJtObGB3opjf0123032022064850.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,625.0,3500.0,Sandra Passos,Viveiros da seda,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1085/tppCRz8NOLJAVAJkuPopxv22032022232028.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4000.0,12250.0,MARCELO CONRADO,Do Outro Lado tem o Lado do Outro,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15325/vhDxCRDP20j7BBaM2zRagc05042022115649.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12100.0,18550.0,ROGÉRIO GHOMES,Plaza Alemania,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15326/s8azDmSFT8FyQprkMHfRfL05042022115923.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,3000.0,3500.0,Gabriel Nehemy,Ferrugem Unlimited 5,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16788/mCLrkbfjsY0NWAkAoLBFp629112022124633.webp,Artsoul
True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1189.0,4000.0,Teresa Berlinck,Temporada de Verão,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5430/OfA0DZCWSwS0i3oqXA6QJn23032022070000.webp,Artsoul
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,600.0,2000.0,Renan Cepeda,Still Life,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3129/G95CWB0ZGiR1KKxGoCkyvu23032022030755.webp,Artsoul
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,6600.0,7000.0,Mario Baptista,Errante,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/816/U3MjADZhTXpn4KoNyyUy9g22032022222252.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2809.0,4500.0,Lygia Eluf,"Rio das Almas, Cavalcante, GO",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6759/XO6ami9YlXqwGWJw85jvuV23032022082222.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,10000.0,8000.0,Carlota Mason,Jai Prakash Yantra I,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17242/WGbnInPn0XrVpQIhbU5Pzt26032023184250.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10780.0,13000.0,Claudia Hamerski,Híbrido,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3387/KdB59VX5MhZOCfYYZJ3yTM23032022033240.webp,Artsoul
True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1080.0,2000.0,Ana Kesselring,Madeira Mamoré,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7571/soqROOBW7tYXv9mBnPksLI23032022101310.webp,Artsoul
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,33750.0,15000.0,Mario Baptista,Estaiada São Paulo,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17636/3dUpoB2583eu9qod8vrzaJ15062023191407.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,9000.0,5850.0,Gabriel Nehemy,Tempo Ferrugem 3,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1570/OB5Weocqwx6PiLD5Yz4iks23032022004058.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,825.0,2000.0,Magliani,Magliani - Bailado - Xilogravura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17451/1ZtADrBpH0Ff3WfviAxa8602052023155959.webp,Artsoul
True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2478.0,3000.0,Rosi Baetas,Corre,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5228/huuEpd5yv2H2XDsYwUCQ4d23032022064827.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2255.0,2100.0,ANNETTE SKARBEK,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16999/pDX4spAkjJg4yDQOz2OVBW28012023125114.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1850.0,1500.0,Lucas Naganuma,Bus Window,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6785/elkF3jcU7q3NT6BYcrhSNk09052023142755.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2500.0,5150.0,Cusco Rebel,Trip 3,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1821/q1z2S6pLiTUDV4S3I9hZLF23032022005727.webp,Artsoul
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,8400.0,10000.0,Véio,Véio - A noiva - Escultura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/12396/eaxZuDRSYOEDZjuDHX8z8823032022231628.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4900.0,15500.0,Eliana Anghinah,Circulares 13,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/285/EcBNtWEQoTiECpCqdwMvIZ22032022204312.webp,Artsoul
True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,12000.0,7500.0,Lizete Zem,Lua das Sementes,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5122/RzYuv3TrI1Ghp03tkvk7xq23032022064222.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3080.0,3000.0,Maria do Carmo Carvalho,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6733/ukW7aC4ysaKSP6MjLkY7Hk23032022082054.webp,Artsoul
True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4588.0,14265.0,Celina Nolli,s/ título 4,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3491/kbO0GSZCI3gRKOFSaHGNKP23032022034328.webp,Artsoul
True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1558.0,2000.0,Claudio Caropreso,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4732/laeo44gVi4G1sWq4cERir123032022061259.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3750.0,8000.0,Rafael Adorján,DESDIDÁTICA 5,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/178/dqlXC2odehnlJaPl7vxL4e22032022201953.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8500.0,18000.0,Renato Leal,"Manifestações 1, da série Distorções",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3196/34jqXdAjLIlAYg8rCteO8E23032022031445.webp,Artsoul
True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12000.0,10000.0,Mary Carmen Matias,Abstrações M24-2021,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1671/BfsseCjdfJXqGpuzwk6gE923032022004741.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,9720.0,4500.0,Helena Freddi,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6105/BfOhlSECbQMTYvzcJLPCgE23032022073716.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4056.0,2500.0,Renata Basile,"Latitude, Longitude",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1923/GaV7ICEBLzqM93em3A6T8f23032022010529.webp,Artsoul
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,10800.0,6000.0,Marinho Neto,Marinho Neto - VELVET,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15382/aaV6sCyz7PVVmxURQWYwv016042022113032.webp,Artsoul
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,30000.0,40000.0,Daniel Melim,R de Flor,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/10427/DeIE3daRwVvkcu9qtcGxgo23032022183516.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2478.0,1290.0,SANTACOSTA,"Pilhadass, N.11",https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15655/DmXKoqASDBc47prMKeycFT19052022124757.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,10200.0,20000.0,Gabriel Nehemy,Sem Título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1539/1RIAtMG9f3XQoMltNTtCMq23032022003914.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3500.0,16000.0,Anna Bella Geiger,Visceral - Coração e outras coisas,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6981/YvTgHAP5drqhFrZ7DNttyX23032022083626.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5670.0,5000.0,ROSSINI PEREZ,Tonsurada,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/510/4xXnuitrfM2UQW5AHjn8Uo22032022211937.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,768.0,1250.0,Ana Cristina Teixeira,Terra Ardente,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1159/FhoDnSpwzUVv8GrR5PfWA022032022233124.webp,Artsoul
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,15000.0,9800.0,Mario Baptista,Subway,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17620/O2jQMOqcSWwyF5Soe2AnlF14062023193522.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3250.0,6150.0,CELSO ORSINI,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/15840/S8dvNf0nZGOwNrHpOywgS618062022124713.webp,Artsoul
True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,841.0,1000.0,Gilda Goulart,“As Rosas não Mentem”,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5364/gFsBXo8YusqkyyTdYpYQq423032022065607.webp,Artsoul
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10000.0,8000.0,Cris Basile,Flor II,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16321/t8GVCOsgQl3lmA5J9UTIv814092022231249.webp,Artsoul
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2500.0,4000.0,Anete Ring,Névoa de Nadas 2,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2131/iMpme6M1E9pAuG5m4BSfva23032022012449.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5616.0,3000.0,Renata Basile,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7546/ql3cuJHhrmBZF0DwJugQyt23032022101125.webp,Artsoul
True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1200.0,900.0,Sa Passos,Com amor,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17600/4YFbWyVA16Npx1UMRXJNiJ26052023193537.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2464.0,2000.0,Rita Manhães,Sebastião,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17337/8qHb133YTqy0zKZWsXDlEM13042023171753.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8000.0,4000.0,Luísa Prestes,Composição com flores,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3924/lNt6DrBZ7zwXR9wGQf3T4V23032022041950.webp,Artsoul
True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3008.0,2000.0,Claudio Caropreso,Tubainecola,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/2038/DTBpzRJ56Nj9MfaXiaWPxp23032022011727.webp,Artsoul
False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2067.0,3500.0,Francisco Rebolo,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5014/rmSkUAsKvAURax089smWPq12052023122456.webp,Artsoul
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,19600.0,15000.0,Lu Guedes,s/ título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/4067/71sciZaFgLBw7LuJfKHTkz23032022042612.webp,Artsoul
False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2856.0,1800.0,Mariana Quito,Sem título,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/3362/PhSApNE6IpOoIWic5MxJXS23032022032959.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1260.0,1500.0,Márcio Elias,Âncora,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/6748/onyWueskDeRZX121LHykGv23032022082144.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,12100.0,12000.0,Bruno Borne,Gravitas _Dia,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/16287/6axepArUzSnPRKzkJXs7Zq09092022180524.webp,Artsoul
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9280.0,13000.0,Uiara Bartira,Che trompe tutto,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/1075/2zC1TBd2AtoJnuArVEflf222032022231954.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4209.0,4000.0,Ulysses Bôscolo,Sem título (Cachorro),https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/5457/u04NUWBReXr19NW71MUJVk23032022070134.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4290.0,2500.0,Renata Basile,Fonte,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/9095/Iw16qhr6v49ny6gf1ocj6V23032022114432.webp,Artsoul
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1650.0,4000.0,Marco Buti,Sem título (Ir),https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/7456/wUw8ePD5tqAiLhsX5FCxF723032022100359.webp,Artsoul
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,759.0,2000.0,Magliani,Magliani - Fábula - Xilogravura,https://artsoul.nyc3.cdn.digitaloceanspaces.com/artworks/17462/U94V1bKD7ZOkEhhtgsNh8O02052023175026.webp,Artsoul
