,Residual Price (%),Residual Price (US$)
max,22.105199999999996,2763.1499999999996
min,-27.300737060041406,-3139.5847619047618
mean,1.8615387417757545,204.6303005532023
median,0.4793242769084883,29.78320199255859
stdev,8.308496543934554,850.4244508728307
var,69.03111482057244,723221.7466423556
