,Residual Price (%),Residual Price (US$)
max,227.9879591836735,398.9789285714286
min,-7.970588235294124,-13.550000000000011
mean,24.211100345914886,41.14498015873016
median,2.5999999999999943,4.0
stdev,62.32971270883229,106.34202634728187
var,3884.993086365569,11308.626567645993
