,Residual Price (%),Residual Price (US$)
max,30.529051306635225,2274.4143223443243
min,-21.89525608732157,-1082.9191666666666
mean,-1.2543797668732732,-31.216921194377818
median,-0.15986095346197254,-8.541666666666515
stdev,8.154025290104938,473.8071520192318
var,66.48812843167093,224493.21730457546
