,Residual Price (%),Residual Price (US$)
max,501.06111111111113,1071.27
min,-70.19298245614036,-1526.0519444444444
mean,18.65372927095571,5.752893872789574
median,2.167533072282781,5.889999999999986
stdev,61.71762557090847,307.7636567088786
var,3809.0653061108546,94718.46839082048
