,Residual Price (%),Residual Price (US$)
max,151.99753086419753,1231.18
min,-13.648594377510051,-226.56666666666683
mean,18.677421489633247,183.4205377435065
median,5.605190826330532,76.23059523809525
stdev,36.77075919435246,352.71715523095025
var,1352.0887317290558,124409.39159421425
