,Residual Price (%),Residual Price (US$)
max,4.819628647214853,109.01999999999998
min,-14.80459770114943,-417.7199999999998
mean,-2.0613327338503713,-65.77569129720858
median,-1.0727272727272756,-35.40000000000009
stdev,4.0527912761558325,119.59472616478341
var,16.425117128084818,14302.89852642953
