,Residual Price (%),Residual Price (US$)
max,479.5076452599388,4465.336547619047
min,-85.1197833935018,-11789.09
mean,22.041953704279027,-85.26887880669534
median,3.9300271950271934,59.520000000000095
stdev,68.54997041912995,1271.3399626197795
var,4699.0984444635915,1616305.3005540625
