,Residual Price (%),Residual Price (US$)
max,269.800641025641,12378.79
min,-83.15026315789473,-21560.45
mean,14.84793590353249,-237.96450125933683
median,1.5119299924103786,70.93958333333285
stdev,55.95627080624896,3108.6639868996053
var,3131.1042425422697,9663791.783446549
