,Residual Price (%),Residual Price (US$)
max,87.1659886086249,1071.27
min,-60.16866587490103,-1638.13
mean,6.6614821362520935,7.618063789063766
median,0.0,0.0
stdev,34.91709160387698,433.16449640662677
var,1219.2032860735364,187631.48094720658
