,Residual Price (%),Residual Price (US$)
max,52.483473389355716,624.5533333333331
min,-17.50519357884797,-185.38
mean,2.2343261445340206,22.850823615160355
median,0.0,0.0
stdev,10.449091086804511,109.85876646197886
var,109.18350454033747,12068.94856854761
